UF,PB
Cidade,IGARACY
Nome Posto,IGARACY
Latitude,-7.1786111111111115
Longitude,-38.14722222222222
Codigo,738070
Qtd. Anos,25
Ano,Maxima
1994,96
1995,87.8
1996,103.4
1997,146.5
1998,122.5
1999,140.5
2000,81.1
2001,84.6
2002,124.8
2003,72.2
2004,106.1
2005,49
2006,92
2007,105
2008,138
2009,89.5
2010,105.5
2011,84
2012,65.4
2013,85.7
2014,89
2015,114.2
2016,94
2017,62.5
2018,37.8
