UF,CE
Cidade,QUIXERAMOBIM
Nome Posto,COROATA
Latitude,-5.033333333333333
Longitude,-39.333333333333336
Codigo,539017
Qtd. Anos,60
Ano,Maxima
1932,28.5
1935,62
1936,50.4
1937,72.5
1938,72
1939,94.5
1940,65.1
1941,35.8
1942,25.6
1943,51.3
1944,54.3
1945,45.3
1946,63.4
1947,106.5
1948,79.6
1949,92.5
1950,78.2
1951,53.4
1952,28.4
1953,25.5
1954,37.5
1955,86.4
1956,45.4
1957,63.5
1958,38.5
1959,44.5
1960,44
1961,53
1962,58
1963,54
1964,73.4
1965,50
1966,73
1967,76
1968,54.8
1969,90
1970,81.3
1971,71.2
1972,70.4
1973,95.2
1974,71.3
1975,70
1976,42
1977,39.3
1978,41
1979,40
1980,56
1981,96.2
1982,94.5
1983,56
1984,54
1985,120
1986,54
1987,48.3
1988,57.3
1989,60.3
1990,40.1
1998,40.1
1999,79.3
2000,72.1
