UF,CE
Cidade,CAPISTRANO
Nome Posto,CAPISTRANO
Latitude,-4.466666666666667
Longitude,-38.9
Codigo,438053
Qtd. Anos,47
Ano,Maxima
1974,65
1975,65
1976,55
1977,99
1978,62
1979,52
1980,54
1981,82
1982,47
1983,45
1984,85
1985,105
1986,78
1987,50
1988,93
1989,75
1990,45
1991,104
1992,48
1993,29
1994,108.8
1995,85.4
1996,58
1997,39.4
1998,36
1999,57
2000,82
2001,77.5
2002,72
2003,106
2004,75
2005,62
2006,60
2007,50
2008,70
2009,59
2010,50
2011,50
2012,67
2013,87
2014,40
2015,100
2016,42
2017,70
2018,57
2019,112
2020,61
