UF,CE
Cidade,PARACURU
Nome Posto,PARACURU
Latitude,-3.4166666666666665
Longitude,-39.03333333333333
Codigo,339036
Qtd. Anos,44
Ano,Maxima
1977,82.2
1978,75.3
1979,49.2
1980,115.3
1981,114.2
1982,79.2
1983,63.2
1984,75.3
1985,104.2
1986,120.2
1987,120.3
1988,104.2
1989,110
1990,69
1991,70
1992,60.2
1993,130
1994,142
1995,133
1996,157
1997,112.6
1998,136
1999,93
2000,82
2001,143
2002,165
2003,82
2004,150.3
2005,78
2006,79.6
2007,83.6
2008,91
2009,81
2010,51
2011,84
2012,75
2013,98
2014,67.8
2015,79
2016,150
2017,109
2018,86.2
2019,98.7
2020,100.8
