UF,CE
Cidade,CARIUS
Nome Posto,CAIPU
Latitude,-6.633333333333333
Longitude,-39.31666666666667
Codigo,639006
Qtd. Anos,75
Ano,Maxima
1936,81.3
1937,66.1
1938,84.5
1939,77.1
1940,59.9
1941,63.7
1942,71.3
1943,118.2
1944,63.5
1945,72.2
1946,51.2
1947,65.5
1948,96.5
1949,81.3
1950,96.1
1951,90.5
1952,92.4
1953,39.7
1954,81.9
1955,98.5
1956,95.6
1957,122.5
1958,102.5
1959,88.5
1960,80.2
1961,81.1
1962,70.2
1963,70.2
1964,86.5
1965,64.2
1966,137.8
1967,115.4
1968,108.1
1969,135.1
1970,83.2
1971,71.6
1972,120.2
1973,176.6
1974,110.5
1975,140.5
1976,109.2
1977,70.3
1978,92.6
1979,72.3
1980,83.1
1981,80.4
1982,74.2
1983,100.2
1984,135.4
1985,72.4
1986,75.3
1987,86
1988,24
1989,11.2
1990,27
1995,70.6
1996,113.2
1997,75.5
1998,72
1999,116
2000,102.4
2001,37.4
2002,57.4
2003,49
2004,124
2005,99.6
2006,134
2007,74.4
2008,129
2009,137
2010,163
2011,105
2012,75
2013,132
2014,127
