UF,CE
Cidade,IGUATU
Nome Posto,BRAVO
Latitude,-6.5
Longitude,-39.31666666666667
Codigo,639039
Qtd. Anos,73
Ano,Maxima
1912,76
1913,66
1914,70.3
1915,56.3
1916,97
1917,55
1918,75.3
1919,54
1920,66
1921,86
1922,47
1923,75.8
1924,54
1927,56.2
1928,67.6
1929,63
1930,70.5
1931,37.4
1932,63.4
1933,58.1
1934,67.9
1935,54
1936,81
1937,72
1938,79
1939,90
1940,88
1941,54
1942,55.4
1943,66.3
1944,83
1945,78.3
1946,75.2
1947,100
1948,65.1
1949,124
1950,120
1951,94
1952,88
1953,67
1954,88
1955,69
1956,80
1957,67
1958,80
1959,57
1960,71
1961,44
1962,62.6
1963,68.2
1964,153.6
1965,108.8
1966,145.6
1967,64
1968,63
1969,103.8
1970,148
1971,91
1972,72
1974,78.8
1975,94.2
1976,51.2
1978,33.6
1979,83
1980,134.8
1981,112
1982,61
1983,88.6
1984,85
1985,90.8
1995,62.8
1996,51.4
1997,74.8
