UF,CE
Cidade,MARTINOPOLE
Nome Posto,MARTINOPOLE
Latitude,-3.2333333333333334
Longitude,-40.68333333333333
Codigo,340008
Qtd. Anos,59
Ano,Maxima
1962,109
1963,78
1964,80.2
1965,115.8
1966,67.6
1967,74
1968,96.3
1969,70.3
1970,81.2
1971,86.4
1972,66.2
1973,72.1
1974,82
1975,51
1976,58
1977,75
1978,100
1979,59.3
1980,48.7
1981,88.7
1982,63.7
1983,70.3
1984,70.1
1985,94
1986,56.7
1987,84.7
1988,96.3
1989,95.1
1990,79.7
1991,75.7
1992,54.2
1993,42.7
1994,63
1995,124
1996,78.4
1997,87
1998,97
1999,82
2000,105
2001,84
2002,63
2003,125
2004,52
2005,57
2006,115
2007,82
2008,85
2009,136
2010,136
2011,63
2012,78
2013,51
2014,45
2015,66
2016,72
2017,76
2018,117
2019,61
2020,85
