UF,CE
Cidade,JAGUARIBE
Nome Posto,FEITICEIRO
Latitude,-5.95
Longitude,-38.65
Codigo,538022
Qtd. Anos,61
Ano,Maxima
1933,59.5
1934,54
1935,50.8
1936,54
1937,58
1938,58
1939,74.2
1940,75.3
1941,33.3
1942,72.5
1943,108
1944,105.2
1945,108.1
1946,91.9
1947,71.7
1948,57.6
1949,54.5
1950,66.7
1951,66.7
1952,73.1
1953,100.6
1954,60.4
1955,52.8
1956,113.2
1957,61.4
1958,24.1
1959,60.7
1960,72.7
1961,70.5
1962,87.7
1963,62.8
1964,82.4
1965,70.4
1966,78.9
1967,101.4
1968,88.8
1969,50
1970,79.1
1971,66.1
1972,104
1973,87.2
1974,106.8
1975,120.2
1976,52.7
1978,79.4
1979,54.2
1980,35
1981,60
1982,180
1983,52.3
1984,87.3
1985,116
1986,70
1987,78.6
1988,81.4
1989,100
1990,73
1998,31.2
1999,94
2000,48.5
2001,19.2
