UF,CE
Cidade,SAO LUIS DO CURU
Nome Posto,SAO LUIS DO CURU
Latitude,-3.6738888888888885
Longitude,-39.24166666666667
Codigo,339028
Qtd. Anos,106
Ano,Maxima
1912,72
1913,90
1914,50
1915,35.5
1916,55.2
1917,98.3
1918,53.3
1919,41.3
1920,140
1921,84.5
1922,81.8
1923,59.2
1924,64
1925,1.2
1926,89.9
1927,38.4
1928,67.2
1929,64.7
1930,48.7
1931,40.2
1932,64.5
1933,48.6
1934,63.9
1935,75.5
1936,53.1
1937,42
1938,60.1
1939,52
1940,52
1941,60.8
1942,68.2
1943,90
1944,54.3
1946,80
1947,63
1948,70.9
1949,100
1950,70.4
1951,100.2
1952,59.1
1953,60
1954,50
1955,63
1956,60
1957,127.6
1958,35
1959,100
1960,91.7
1961,110.1
1962,68.8
1963,100.8
1964,150.2
1965,146.4
1966,4.3
1967,74.4
1968,38.4
1969,43.7
1970,123.5
1971,55.9
1972,40.3
1973,86.3
1974,178.9
1975,59.9
1976,39.9
1977,63
1978,50.9
1979,30.7
1980,62.9
1981,66.6
1982,48.5
1983,45.5
1984,40.8
1985,76.6
1987,53
1988,63
1989,44.3
1990,42
1991,63.2
1992,67.4
1993,27.3
1994,87.2
1995,160
1996,39.5
1997,40.2
1998,58
1999,68.1
2000,60.7
2001,95.2
2002,83.3
2003,76.3
2004,50.4
2005,49.1
2006,84
2007,72.8
2008,78.7
2009,133.9
2010,42
2011,79.5
2012,19.3
2013,45
2014,40
2015,44
2016,97.4
2017,37
2018,119.2
2019,63.7
