UF,CE
Cidade,SAO GONCALO DO AMARANTE
Nome Posto,UMARITUBA NOVA
Latitude,-3.67
Longitude,-38.98166666666667
Codigo,338014
Qtd. Anos,53
Ano,Maxima
1962,24.6
1963,102
1964,86.2
1965,81.6
1966,54.6
1967,73.6
1968,73.3
1969,72.4
1970,129.4
1971,83.1
1972,32
1973,147.6
1974,114.2
1975,58.8
1976,57.2
1977,63.2
1980,100.4
1981,62.8
1985,69
1986,100
1987,45.4
1988,69
1989,58
1990,50
1991,60
1992,52
1993,36.8
1994,105.4
1995,104
1996,72.6
1997,108
1998,64.6
1999,65.4
2000,47.5
2001,103.9
2002,80
2003,165.6
2004,84.8
2005,105.2
2006,64.7
2007,82.3
2008,62.4
2009,66.2
2010,92.4
2011,52
2012,67
2013,67.5
2014,56.4
2015,52
2016,59.2
2017,158
2018,57.1
2019,98.5
