UF,CE
Cidade,ITAPAJE
Nome Posto,IRATINGA
Latitude,-3.7333333333333334
Longitude,-39.53333333333333
Codigo,339020
Qtd. Anos,50
Ano,Maxima
1920,15.8
1921,66.2
1922,44.3
1923,38.2
1924,108.7
1925,79.8
1926,66.3
1927,70.5
1928,59.6
1929,52.6
1930,63.6
1936,20
1948,39.6
1949,112.3
1950,32.2
1951,40.7
1952,68
1953,53.2
1954,58
1955,94.1
1956,66.2
1957,46.3
1958,52
1959,75.3
1960,46
1961,105.2
1962,37.5
1963,107.6
1964,100
1965,90.1
1966,29.9
1967,102.1
1968,32
1969,55
1970,61
1971,42
1972,61
1973,108.2
1974,70.7
1975,49.9
1976,30
1977,41
1978,32
1979,53.1
1980,70
1981,72
1982,27.1
1983,33.4
1984,59
1985,46.4
