UF,CE
Cidade,SENADOR SA
Nome Posto,TUCUNDUBA
Latitude,-3.1666666666666665
Longitude,-40.43333333333333
Codigo,340012
Qtd. Anos,84
Ano,Maxima
1913,48
1914,74
1915,108.3
1916,81.3
1917,105.3
1918,62.2
1919,40
1920,66.3
1921,66.3
1922,61
1923,55.5
1924,63.9
1925,74.5
1926,69.6
1927,61.2
1928,51.2
1929,92.5
1930,68.5
1931,51.6
1932,60.6
1933,65.9
1934,57.6
1935,85
1936,38.6
1937,65.3
1938,62.5
1939,64.1
1940,63
1941,50.3
1942,50.6
1943,63.5
1944,54.5
1945,63
1946,46
1947,64
1948,54
1949,50
1950,62
1951,52
1952,59
1953,48
1954,69
1955,71
1956,96
1957,64
1958,39
1959,46
1960,75
1961,130
1962,150
1963,192.4
1964,137.4
1965,121.2
1966,90.4
1967,93.4
1968,205.6
1969,95.4
1970,37
1971,47
1972,56.8
1973,64.9
1974,129.3
1975,78.9
1976,38.3
1977,58.3
1978,80.4
1979,44.3
1980,85.6
1981,41
1982,56.5
1983,27
1984,62.2
1985,169.4
1986,77.3
1987,64.6
1988,153.8
1989,102.8
1990,37.3
1991,81
1993,10
1994,69
1998,35
1999,23
2000,110.3
