UF,CE
Cidade,ANTONINA DO NORTE
Nome Posto,ANTONINA DO NORTE-1
Latitude,-6.783333333333333
Longitude,-39.983333333333334
Codigo,639027
Qtd. Anos,43
Ano,Maxima
1976,120.2
1977,130.7
1978,206.3
1981,190
1982,78.2
1983,58.2
1984,56.5
1985,71.2
1986,77.2
1987,43.2
1988,70.7
1989,92
1990,33.4
1991,32
1992,72
1993,62
1994,45
1995,73
1996,61
1997,82
1998,44
1999,104
2000,63
2001,28
2002,53
2003,50
2004,72.4
2005,90
2006,77
2007,75
2008,41
2009,76
2010,50
2011,33
2012,42
2013,73
2014,59
2015,52
2016,73
2017,133
2018,21
2019,24
2020,58
