UF,CE
Cidade,FORTALEZA
Nome Posto,PICI
Latitude,-3.75
Longitude,-38.583333333333336
Codigo,338001
Qtd. Anos,102
Ano,Maxima
1919,67
1920,125.5
1921,97.5
1922,74.5
1923,91.2
1924,70
1925,67
1926,67.7
1927,65.3
1928,97.8
1929,81.1
1930,64.4
1931,85.1
1932,56
1933,65.9
1934,103.8
1935,102.7
1936,69.7
1937,83.8
1938,148.4
1939,91.4
1940,61.2
1941,94.5
1942,51
1943,131.2
1944,84
1945,69
1946,94.5
1947,98.2
1948,110.8
1949,227.2
1950,78.5
1951,67.3
1952,118.2
1953,59.3
1954,68.5
1955,66
1956,69
1957,120.7
1958,55.6
1959,106.2
1960,115.4
1961,87.8
1962,81.2
1963,172.1
1964,112.4
1965,74.8
1966,63.4
1967,113.4
1968,65.4
1969,72.1
1970,134.2
1971,138.5
1972,136.2
1973,76.8
1974,128.5
1975,65.5
1976,85.5
1977,168
1978,122.2
1979,117.7
1980,84.1
1981,161.6
1982,74.7
1983,91.4
1984,112.4
1985,145.5
1986,142.8
1987,83.1
1988,87
1989,62
1990,61.4
1991,104.4
1992,82.6
1993,83.5
1994,83
1995,137.3
1996,85.2
1997,92.8
1998,86
1999,44.2
2000,90.8
2001,103
2002,110
2003,146.7
2004,173.8
2005,97.4
2006,119
2007,81.4
2008,68.1
2009,84.7
2010,65.6
2011,128.8
2012,197.6
2013,47.7
2014,43.4
2015,88
2016,100.6
2017,107.8
2018,115
2019,105.8
2020,124.4
