UF,CE
Cidade,RUSSAS
Nome Posto,RUSSAS
Latitude,-4.933333333333334
Longitude,-37.96666666666667
Codigo,437010
Qtd. Anos,59
Ano,Maxima
1962,70
1963,95
1964,49
1965,75
1966,66.2
1967,55
1968,72.8
1969,53
1970,52.4
1971,74.3
1972,121
1973,101.1
1974,81
1975,94.4
1976,65.3
1977,76.4
1978,45.4
1979,50
1980,68.8
1981,58.5
1982,93.8
1983,57.8
1984,118
1985,59.6
1986,86
1987,43.6
1988,65
1989,68.2
1990,43
1991,57.6
1992,89
1993,39.8
1994,37.4
1995,100
1996,74
1997,57.6
1998,46
1999,92.1
2000,86
2001,62.6
2002,82.2
2003,56
2004,110.2
2005,72.2
2006,58
2007,47.5
2008,112
2009,91
2010,104
2011,63.8
2012,72
2013,48.2
2014,58
2015,80.3
2016,41
2017,45.2
2018,62.5
2019,40.6
2020,63
