UF,CE
Cidade,INDEPENDENCIA
Nome Posto,COUTINHO
Latitude,-5.833333333333333
Longitude,-40.68333333333333
Codigo,540002
Qtd. Anos,57
Ano,Maxima
1934,42.3
1935,49.9
1936,44.4
1938,82.7
1939,52
1940,72.9
1941,67.3
1942,146
1943,75
1944,140.5
1946,125.5
1947,60.2
1948,115.5
1949,60.2
1950,88.8
1951,65.8
1952,45.5
1953,56
1954,28.3
1955,72
1956,96
1957,85
1958,50.6
1959,45.3
1960,30
1961,80.4
1962,66.6
1963,73.4
1964,92
1965,76
1966,94.3
1967,74.3
1968,59
1969,78
1970,47
1971,70
1972,52.7
1973,49.2
1974,69.4
1975,73.6
1976,80.4
1977,68
1978,136
1979,102
1980,76.2
1981,123.2
1982,38
1983,72.1
1984,90.2
1985,103.4
1986,68.4
1987,54.9
1988,91
1989,63.1
1998,62.6
1999,105.2
2000,52
