UF,CE
Cidade,MAURITI
Nome Posto,QUIXABINHA
Latitude,-7.5
Longitude,-38.75
Codigo,738000
Qtd. Anos,47
Ano,Maxima
1962,114.8
1963,52.6
1964,80.1
1965,52.9
1966,93.4
1967,127.8
1968,102.8
1969,88
1970,41.9
1971,94.4
1972,114.2
1973,74.4
1974,101.3
1975,138.2
1976,99.8
1977,83.4
1978,76.6
1979,103.4
1980,90.2
1981,85.2
1982,94.8
1983,47.8
1984,84.2
1985,94.2
1986,85.2
1987,41.2
1988,56
1989,80.6
1990,64.6
1991,42.6
1992,29.5
1994,105
1997,63.3
1998,86
1999,70
2000,79
2001,1
2008,115.2
2009,50
2010,102
2011,70
2012,42
2013,110
2014,16
2015,49
2018,87
2019,75
