UF,CE
Cidade,CHAVAL
Nome Posto,CHAVAL
Latitude,-3.033333333333333
Longitude,-41.233333333333334
Codigo,341010
Qtd. Anos,74
Ano,Maxima
1921,78.3
1922,59
1923,45
1924,118
1926,127
1927,147
1928,105
1929,121.7
1930,86.2
1941,6.8
1948,32.8
1949,50.5
1950,39.2
1952,68
1959,45
1962,52.5
1963,121.5
1964,108.8
1965,76.2
1966,90.8
1967,62.1
1968,97.3
1969,87.8
1970,53.6
1971,87.8
1972,114.8
1973,74.3
1974,144.2
1975,69.5
1976,95.3
1977,121.2
1978,121.2
1979,115.4
1980,60.5
1981,60.5
1982,76.6
1983,52.4
1984,55.6
1985,110.4
1986,84.3
1987,110.3
1988,106.3
1989,62.5
1990,88.4
1991,113.6
1992,94
1993,37.6
1994,103
1995,67.4
1996,124.6
1997,75
1998,51
1999,47.3
2000,88
2001,77
2002,74
2003,85.6
2004,142
2005,46
2006,119.3
2007,75
2008,158
2009,86
2010,62
2011,93.2
2012,74
2013,77
2014,72
2015,42
2016,76
2017,95
2018,92
2019,135
2020,56.6
