UF,CE
Cidade,QUIXADA
Nome Posto,FAZENDA JARDIM
Latitude,-5.2
Longitude,-39.03333333333333
Codigo,539018
Qtd. Anos,64
Ano,Maxima
1925,90
1926,70
1927,52
1928,58
1929,48
1930,31
1931,59
1932,57
1933,43.2
1934,102.2
1935,83.2
1936,61.4
1937,37.6
1938,59.4
1939,39.6
1940,64.4
1941,48.3
1942,64.8
1943,55.4
1944,48.8
1945,60.1
1946,43.6
1948,51.3
1949,60
1950,101
1951,72.7
1952,98
1953,36.2
1954,50
1955,68.8
1956,81
1957,40.8
1958,53
1959,54
1960,110
1961,55
1962,39.4
1963,41.8
1964,63.3
1965,60
1966,60
1967,60
1968,92.8
1969,57.4
1970,89
1971,29.2
1972,55.4
1973,112.2
1974,81.8
1975,95
1976,102.5
1977,103
1978,57.3
1979,77.8
1980,74.3
1981,62.5
1982,43
1983,42
1984,80
1985,85
1986,50.5
1987,37
1988,62.6
1989,65
