UF,CE
Cidade,PENTECOSTE
Nome Posto,ACUDE CAXITORE
Latitude,-3.75
Longitude,-39.36666666666667
Codigo,339001
Qtd. Anos,43
Ano,Maxima
1962,87.6
1963,65.4
1964,74.6
1965,120
1966,52.1
1967,52
1968,53.4
1969,61.4
1970,71.9
1971,39
1972,49
1973,93.3
1974,97.6
1975,43
1976,40
1977,35
1978,55
1979,51.8
1980,35
1981,102.8
1982,31
1983,29
1984,65
1985,90.5
1986,79.2
1987,46.6
1988,84
1989,65
1990,32.4
1991,60.6
1992,72.4
1993,44
1994,58.3
1995,86
1996,62.2
1997,100
1998,32.4
1999,49.6
2000,73.4
2010,36.1
2011,40.6
2012,30.8
2018,15.4
