UF,CE
Cidade,IGUATU
Nome Posto,MARACAJA
Latitude,-6.166666666666667
Longitude,-39.083333333333336
Codigo,639020
Qtd. Anos,58
Ano,Maxima
1934,66.5
1935,87.4
1936,92.5
1937,53.8
1938,80
1939,50.6
1940,88.7
1941,79.7
1942,40.5
1943,59.5
1944,80
1945,59.5
1946,80.4
1948,70.5
1949,36
1950,93
1951,60
1952,80
1953,75.5
1954,160
1955,48.5
1956,52
1957,109
1958,97
1959,50
1960,50
1961,97
1962,130
1963,65
1964,134
1965,136.4
1966,109.6
1967,116
1968,75
1969,108.3
1970,43.1
1971,74
1972,92.1
1973,129
1974,62.2
1975,74.5
1976,46
1977,47.1
1979,84
1980,89.7
1981,58.2
1982,48.3
1983,50.4
1984,53
1985,84.6
1986,67
1987,51
1988,62.7
1989,72.8
1990,40
1998,40
1999,60.2
2000,76.3
