UF,CE
Cidade,JAGUARETAMA
Nome Posto,JAGUARETAMA
Latitude,-5.62
Longitude,-38.769999999999996
Codigo,538066
Qtd. Anos,47
Ano,Maxima
1974,80.3
1975,50.6
1976,54
1977,80
1978,85
1979,63
1980,54
1981,68.8
1982,118
1983,118
1984,158
1985,111.7
1986,73
1987,141.8
1988,63
1989,119.9
1990,112
1991,67.4
1992,64
1993,75
1994,113
1995,144.2
1996,77.6
1997,73.2
1998,65.8
1999,146.6
2000,49
2001,73
2002,111.2
2003,113.4
2004,84
2005,54
2006,100.6
2007,85
2008,77
2009,67
2010,75
2011,79
2012,40
2013,114
2014,55.8
2015,42.2
2016,88
2017,63
2018,60
2019,101
2020,106
