UF,CE
Cidade,QUIXADA
Nome Posto,ACUDE PEDRAS BRANCAS
Latitude,-5.15
Longitude,-38.88333333333333
Codigo,538018
Qtd. Anos,83
Ano,Maxima
1920,16
1921,68
1922,71.9
1923,69.8
1924,74.2
1925,85
1926,68.2
1927,68
1928,65.2
1929,63.5
1930,44.6
1931,40
1932,63.8
1933,52
1934,67.2
1935,61.8
1936,69.3
1937,61.5
1938,75.4
1940,118.2
1941,56.3
1942,61.2
1943,38.5
1944,30.2
1945,87.2
1946,51.9
1947,73.4
1948,55.3
1949,81.1
1952,92.2
1953,73.9
1954,68.2
1955,72.2
1956,51.3
1957,65.6
1958,60.2
1959,81.4
1960,113.5
1961,83.2
1962,45.3
1963,50.3
1964,68.7
1965,56.5
1966,72.5
1967,98.2
1968,94.6
1969,67.2
1970,92.4
1971,58.2
1972,72.4
1973,44.2
1974,60.2
1975,84.2
1976,87.4
1977,119.2
1978,57.2
1979,86.2
1980,81
1981,78.2
1982,43
1983,61
1984,97.6
1985,72
1986,83.3
1987,35.4
1988,42.7
1989,51.2
1991,39.6
1992,86.1
1993,62.8
2008,93.4
2009,53.4
2010,78.2
2011,70.1
2012,39.8
2013,75.6
2014,77.4
2015,109.2
2016,33.4
2017,78.6
2018,66.2
2019,64
2020,43.8
