UF,CE
Cidade,PACOTI
Nome Posto,PACOTI
Latitude,-4.216666666666667
Longitude,-38.916666666666664
Codigo,438036
Qtd. Anos,86
Ano,Maxima
1913,90.6
1914,43.5
1915,30.6
1916,80.2
1917,72.6
1918,79.1
1919,43.7
1920,92.3
1921,75.3
1922,48.5
1923,59
1924,87.4
1925,65.8
1926,62.8
1927,72
1928,56.5
1929,79.1
1930,51
1936,5
1939,84
1940,89
1941,85.1
1942,78
1943,68
1944,80.2
1945,108
1946,129
1962,57.2
1963,41.6
1964,95.5
1965,67.2
1966,69.8
1967,96.6
1968,64.8
1969,75.6
1970,66.4
1971,58.6
1972,37
1973,85.3
1974,90.4
1975,69
1976,62.8
1977,98.2
1978,68.2
1979,49.1
1980,133.1
1981,65
1982,56.5
1983,61.2
1984,75
1985,81
1986,76.2
1987,91.3
1988,213
1989,148.1
1990,41.9
1991,65.5
1992,50.3
1993,81
1994,98
1995,81.7
1996,69
1997,46.7
1998,71.8
1999,142.3
2000,89
2001,98
2002,75.4
2003,75.5
2004,60
2005,72
2006,71
2007,53
2008,61
2009,82.5
2010,100
2011,98
2012,83
2013,76
2014,65
2015,115
2016,81.5
2017,61.5
2018,65
2019,116.6
2020,73.4
