UF,CE
Cidade,QUIXADA
Nome Posto,QUIXADA
Latitude,-4.966666666666667
Longitude,-39.03333333333333
Codigo,439001
Qtd. Anos,79
Ano,Maxima
1912,60.4
1913,90
1914,66.4
1915,32.4
1916,70.2
1917,91.5
1918,54
1919,93.4
1920,44.6
1921,70
1922,73.6
1923,53.5
1924,71.3
1925,92
1926,129.2
1927,36
1928,80.6
1929,60
1930,46.4
1931,40
1932,27
1940,61
1941,63.5
1942,62.3
1943,45.4
1944,47.6
1945,58.1
1946,74.4
1947,88.8
1948,49.3
1949,67.7
1950,67.5
1974,117
1975,61
1976,47
1977,61
1978,64
1979,46
1980,70
1981,39
1982,86
1983,28
1984,108
1985,80
1986,67.2
1987,50
1988,75
1989,72
1990,54
1991,52
1992,77
1993,121
1994,65
1995,44
1996,58
1997,116
1998,34
1999,83.4
2000,66
2001,92.2
2002,56
2003,69
2004,109.4
2005,50
2006,80.7
2007,62.2
2008,70.6
2009,78
2010,62.4
2011,50
2012,60
2013,89
2014,37.4
2015,83
2016,32
2017,79
2018,125
2019,63
2020,56.2
