UF,CE
Cidade,UBAJARA
Nome Posto,UBAJARA
Latitude,-3.85
Longitude,-40.916666666666664
Codigo,340031
Qtd. Anos,108
Ano,Maxima
1912,124
1913,70
1914,73.5
1915,66.1
1916,71.7
1917,82.3
1918,82.3
1919,44.1
1920,89.3
1921,146.3
1922,77.9
1923,106.1
1924,63.5
1925,78.4
1926,93.1
1927,107.8
1928,108.2
1929,120.4
1930,83.6
1931,78.8
1932,181.2
1933,76.3
1934,92.4
1935,97.5
1936,83.4
1937,93
1938,78.4
1939,81.5
1940,71
1941,87.7
1942,61
1943,52.7
1944,64.5
1946,91.3
1947,135
1948,64.2
1949,76.2
1950,75
1951,56.2
1952,57.5
1953,63
1954,85.5
1955,96.5
1956,125
1957,72.2
1958,73.7
1959,70.5
1960,97.2
1961,126.1
1962,136.2
1963,111
1964,125.6
1965,78.8
1966,50.2
1967,75.6
1968,62
1969,56
1970,48.4
1971,72.1
1972,45.6
1973,79.4
1974,81.2
1975,60
1976,59.6
1977,68
1978,77.1
1979,43
1980,81
1981,86.2
1982,55.5
1983,76
1984,69.8
1985,100
1986,90
1987,66
1988,86
1989,70
1990,50
1991,74.5
1992,60
1993,80
1994,87
1995,64
1996,107.4
1997,61
1998,62.4
1999,59.4
2000,130.2
2001,87.2
2002,80.2
2003,60.1
2004,74
2005,62
2006,105
2007,77
2008,90.8
2009,100
2010,146
2011,73
2012,82
2013,63
2014,90.2
2015,70
2016,54
2017,70
2018,82
2019,60
2020,68
