UF,CE
Cidade,ARNEIROZ
Nome Posto,ARNEIROZ-1
Latitude,-6.326388888888888
Longitude,-40.15888888888889
Codigo,640003
Qtd. Anos,95
Ano,Maxima
1910,33.7
1911,66
1912,63.1
1913,69.8
1914,48.8
1915,49.5
1916,83.8
1917,91.8
1918,58
1919,34.1
1920,50.4
1921,44.3
1922,67.8
1923,56
1924,67.5
1925,37.9
1926,67.5
1927,34.2
1928,86.1
1929,61.5
1930,60.9
1931,46.7
1941,35.5
1948,70.1
1949,65.7
1950,85
1951,32
1952,47.3
1953,86.4
1954,61
1955,51
1956,50
1957,48
1958,17.5
1959,68.5
1960,54
1961,44.1
1962,40
1963,63
1964,62
1965,60.2
1966,145.3
1967,39
1968,53.7
1969,81.1
1970,21.6
1971,38.2
1972,68.2
1973,61.2
1974,54.1
1975,35.3
1976,35.3
1977,87.6
1978,44.6
1979,82
1980,87.4
1981,72.8
1982,60
1983,58.4
1984,86
1985,80
1986,39.4
1987,45
1988,75
1989,104
1990,41
1991,47
1992,89
1993,25
1994,53.2
1995,153
1996,50
1997,190
1998,70
1999,85
2000,78
2001,68.2
2002,40.4
2003,80
2004,135
2005,75
2006,62.6
2007,122
2008,82.4
2009,87.2
2010,89.6
2011,58
2012,50.6
2013,43.2
2014,40.8
2015,42
2016,113
2017,41
2018,74
2019,65.3
