UF,CE
Cidade,SENADOR POMPEU
Nome Posto,SENADOR POMPEU
Latitude,-5.58
Longitude,-39.36805555555556
Codigo,539037
Qtd. Anos,108
Ano,Maxima
1911,87.6
1912,65
1913,71.3
1914,75.8
1915,45.3
1916,83.4
1917,68.9
1918,88.1
1919,33.5
1920,76.9
1921,86.1
1922,63.7
1923,65
1924,68.1
1925,92.5
1926,78
1927,52.2
1928,54
1929,67
1930,62.8
1931,72.5
1932,54.3
1933,76.4
1934,98
1936,72
1937,66.5
1938,37
1939,100
1940,90
1941,43.1
1942,80
1943,62.5
1944,75
1945,94.6
1946,80
1947,35.5
1948,46
1949,67.2
1950,84.2
1951,42
1952,60
1953,60
1954,61
1955,58
1956,45
1957,70
1958,50.5
1959,70.8
1960,105
1961,53
1962,75
1963,56
1964,73
1965,63.4
1966,79.5
1967,67.2
1968,51.2
1969,45.2
1970,45.8
1971,49.5
1972,63
1973,68.6
1974,111
1975,74
1976,57.6
1977,57
1978,126
1979,144
1980,60
1981,53.6
1982,76.3
1983,76.4
1984,118.2
1985,66
1986,47
1987,65.6
1988,53
1989,88.3
1990,46
1991,59
1992,74
1993,75.2
1994,83
1995,58
1996,77
1997,120
1998,45
1999,50
2000,60
2001,96
2002,76
2003,65
2004,100
2005,58
2006,67
2007,69
2008,90.5
2009,75
2010,59
2011,107
2012,51
2013,93.2
2014,90.5
2015,75.5
2016,95.2
2017,73.2
2018,104.2
2019,55
