UF,CE
Cidade,ICO
Nome Posto,ICO
Latitude,-6.408888888888889
Longitude,-38.86361111111111
Codigo,638014
Qtd. Anos,105
Ano,Maxima
1912,66
1913,60
1914,64.2
1915,45
1916,85.3
1917,76.4
1918,100.3
1919,77
1920,118
1921,112
1922,100
1923,63.1
1924,67.5
1928,4.2
1929,28
1930,83
1931,52
1932,55
1933,61
1934,65
1935,76
1936,62
1937,73
1938,92.4
1939,41
1940,115
1941,120
1942,104
1943,77.7
1944,81.1
1945,81
1946,59
1947,68.5
1948,57
1949,70
1950,82
1951,55
1952,36
1953,85
1954,80
1955,74
1956,90
1957,80
1958,90.2
1959,82
1960,80
1961,45
1962,76
1963,40
1964,106
1965,40.3
1966,87
1967,73.4
1968,73.2
1969,95.2
1970,50
1971,41
1972,60
1973,86.5
1974,102
1975,104
1976,40
1977,141
1978,91
1979,80.5
1980,60.8
1981,97.5
1982,80
1983,46.2
1984,84
1985,129
1986,77
1987,60.3
1988,103
1989,67
1990,68
1991,93
1992,75
1993,67
1994,74.6
1995,65
1996,59.6
1997,70
1998,39.3
1999,87.7
2000,99.4
2001,68
2002,68.2
2003,68.1
2004,68.1
2005,80
2006,53.3
2007,63.8
2008,93.5
2009,106
2010,140
2011,95
2012,122.5
2013,78
2014,65
2015,48
2016,46.5
2017,50
2018,52
2019,44.5
