UF,CE
Cidade,GUARAMIRANGA
Nome Posto,GUARAMIRANGA
Latitude,-4.266666666666667
Longitude,-38.93333333333333
Codigo,438100
Qtd. Anos,46
Ano,Maxima
1974,92.2
1975,67.2
1976,85.8
1977,100.2
1978,87.5
1979,66.8
1980,115.6
1981,97
1982,69
1983,64.1
1984,58.2
1985,87.6
1986,117.4
1987,115
1988,127.2
1989,141.3
1990,51.5
1991,83.2
1992,65
1993,58.6
1994,128
1995,90.6
1996,69.4
1997,58.8
1998,43.4
1999,49
2000,64.2
2001,91.8
2002,134
2003,97.4
2004,80
2005,79.4
2006,70.4
2007,58.4
2008,75
2009,91
2010,71.6
2011,128
2012,84
2013,99
2014,55
2015,116
2016,44
2017,112.2
2018,51
2019,96
