UF,CE
Cidade,BARRO
Nome Posto,CUNCAS
Latitude,-7.083333333333333
Longitude,-38.71666666666667
Codigo,738007
Qtd. Anos,75
Ano,Maxima
1934,68
1935,64
1936,66
1937,76
1938,59
1939,81.3
1940,65.5
1941,45.6
1942,93
1943,64
1944,55.1
1945,73.9
1946,53.2
1947,94.5
1948,50
1949,100.7
1950,69
1951,59.9
1952,65
1953,58.4
1954,63.4
1955,66.5
1956,66
1957,62
1958,66.5
1959,74
1960,96
1961,54.3
1962,68
1963,64.5
1964,63.3
1965,78.6
1966,71.2
1967,52.5
1968,43.9
1969,60
1970,43.5
1971,28.2
1972,74.4
1973,64.2
1974,83.2
1975,93
1976,91.2
1977,54
1978,90.8
1979,65
1980,173
1981,79.4
1982,66.2
1983,91
1984,50
1985,121.8
1986,66
1987,94.6
1988,83
1989,84
1990,48.4
1997,78
1998,47
1999,90
2000,71.2
2001,73.8
2008,94.2
2009,64.2
2010,102
2011,60.4
2012,118
2013,167.2
2014,87.8
2015,75
2016,92
2017,87.3
2018,72.2
2019,50
2020,90
