UF,CE
Cidade,PACATUBA
Nome Posto,BAU
Latitude,-4.121388888888888
Longitude,-38.659166666666664
Codigo,438011
Qtd. Anos,70
Ano,Maxima
1916,54.8
1917,106.6
1918,62.7
1919,31.3
1920,98.2
1921,60.2
1922,60.6
1923,40
1924,67
1925,69.3
1926,65.6
1927,68.8
1928,70.5
1929,68.7
1930,49.8
1962,41.2
1963,75.2
1964,92.4
1965,138.2
1966,56.2
1967,59.8
1968,68.2
1969,70.9
1970,46.5
1971,53.3
1972,45.9
1973,89.2
1974,88.5
1975,68.8
1976,42
1977,65.6
1978,76.1
1979,25.3
1980,52.6
1981,80.8
1985,152
1986,51.1
1987,37.1
1988,63.1
1989,127.3
1990,43.6
1991,50.7
1992,58
1993,40.7
1994,86
1995,65.5
1996,81.3
1997,106.5
1998,76.7
1999,57.3
2000,86.5
2001,128
2002,107
2003,101.7
2004,55.5
2005,126.9
2006,64.4
2007,55.2
2008,88
2009,92.5
2010,56.6
2011,129.3
2012,74.8
2013,80.2
2014,62.7
2015,67
2016,69.5
2017,101.5
2018,70.3
2019,79.6
