UF,CE
Cidade,TAUA
Nome Posto,MARRUAS
Latitude,-6.033333333333333
Longitude,-39.96666666666667
Codigo,639019
Qtd. Anos,62
Ano,Maxima
1934,38.1
1935,50.8
1936,81.4
1937,39.4
1938,59.1
1939,61.7
1940,93.9
1941,65.4
1942,45.3
1943,48.5
1944,31.6
1945,68.8
1946,52.6
1948,52.3
1949,58.8
1950,126.8
1951,48.1
1952,48.5
1953,28.5
1954,55.8
1955,23.2
1956,158.5
1957,32.2
1958,38.5
1959,38.5
1960,51.5
1961,54.6
1962,40.6
1963,50.7
1964,61
1965,39.8
1966,92.3
1967,95.2
1968,54.6
1969,57.2
1970,51.1
1971,61.6
1972,38.8
1973,66.8
1974,148.8
1975,38.4
1976,60.9
1977,87.1
1978,61.6
1979,60.6
1980,92
1981,79.2
1982,53
1983,80.4
1984,50
1985,80.8
1986,85.1
1987,62
1988,79.3
1989,54.8
1990,75.8
1996,35.4
1997,52
1998,38.5
1999,50.9
2000,37.6
2001,38
