UF,CE
Cidade,NOVO ORIENTE
Nome Posto,NOVO ORIENTE
Latitude,-5.538611111111111
Longitude,-40.77388888888889
Codigo,540003
Qtd. Anos,86
Ano,Maxima
1934,45.3
1935,70
1936,60
1937,60
1938,82
1939,66
1940,109.3
1941,56
1942,56.5
1943,68
1944,111
1945,74.2
1946,56.2
1948,76.4
1949,45
1950,63
1951,47
1952,23.3
1953,28.6
1954,44.2
1955,93.2
1956,32
1957,139
1958,80.3
1959,43.6
1960,63.6
1961,96.3
1962,80
1963,120.5
1964,98.6
1965,59.5
1966,203.5
1967,75.8
1968,70.7
1969,55
1970,70.1
1971,47.5
1972,92.5
1973,60
1974,77.4
1975,89.3
1976,58.8
1977,92.8
1978,69.4
1979,125
1980,68
1981,58
1982,44.2
1983,68
1984,120.8
1985,122.2
1986,80.2
1987,80
1988,76
1989,72.6
1990,47.2
1991,71
1992,82
1993,31
1994,90.4
1995,88
1996,60
1997,64.2
1998,56
1999,102
2000,58
2001,54
2002,85.2
2003,106
2004,102
2005,135
2006,78
2007,112
2008,146.5
2009,87
2010,100
2011,63
2012,32
2013,62
2014,92
2015,62
2016,85
2017,70
2018,122
2019,72
2020,102.5
