UF,CE
Cidade,BREJO SANTO
Nome Posto,BREJO SANTO
Latitude,-7.4911111111111115
Longitude,-38.983333333333334
Codigo,738006
Qtd. Anos,110
Ano,Maxima
1910,51
1911,55.7
1912,65
1913,72.6
1914,48
1915,66.2
1916,65.6
1917,65.8
1918,61.4
1919,60.3
1920,62.8
1921,63.2
1922,58.1
1923,57.1
1924,78.3
1925,56.4
1926,57
1927,37.2
1928,63.2
1929,67.7
1930,64.5
1931,66
1932,66.6
1933,76.1
1934,65.3
1935,66.6
1936,54.3
1937,71.5
1938,58.5
1939,110.7
1940,111.5
1941,70.5
1942,84.5
1943,116.5
1944,68.9
1946,69.5
1947,98.2
1948,78.5
1949,94.5
1950,51.5
1951,61.2
1952,77.5
1953,79.5
1954,87.5
1955,115.3
1956,95.2
1957,71
1958,67.2
1959,54.7
1960,101.5
1961,135.2
1962,110.5
1963,95.2
1964,57.3
1965,78
1966,105
1967,66.4
1968,72.9
1969,45.5
1970,42.6
1971,93
1972,130.2
1973,102.8
1974,156.8
1975,232
1976,122.5
1977,62.4
1978,139.5
1979,154.4
1980,75.6
1981,61
1982,101
1983,73
1984,72.8
1985,77.2
1986,83.2
1987,70
1988,71
1989,114.4
1990,76.4
1991,45
1992,53.2
1993,66
1994,170
1995,84
1996,119
1997,92.8
1998,56.2
1999,95
2000,37.5
2001,194
2002,140
2003,72
2004,118
2005,63
2006,195
2007,112
2008,113
2009,51
2010,95
2011,120.5
2012,160
2013,80
2014,86
2015,62.1
2016,47.2
2017,82.2
2018,85
2019,124
2020,80
