UF,CE
Cidade,TAMBORIL
Nome Posto,CURATIS
Latitude,-4.983333333333333
Longitude,-40.266666666666666
Codigo,440003
Qtd. Anos,64
Ano,Maxima
1948,40
1949,56
1950,57
1951,36
1952,71
1953,31
1954,37
1955,40
1956,40
1957,47
1958,55
1962,80.9
1963,57.3
1964,47.4
1965,42.3
1966,60.3
1967,60.3
1968,65.2
1969,46.2
1970,42.1
1971,37.6
1972,53.3
1973,64.1
1974,155
1975,34.2
1976,46.2
1977,135.1
1978,58.9
1979,37
1980,70
1981,30
1982,50
1983,1.8
1984,106
1985,59
1986,74
1987,58
1988,75
1989,58
1990,76
1991,84
1998,19.3
1999,27.5
2000,58.6
2001,75
2002,42
2003,54
2004,76
2005,80
2006,43
2007,115
2008,48
2009,66
2010,72
2011,75
2012,25
2013,45
2014,60
2015,80
2016,82
2017,40
2018,54
2019,49
2020,65
