UF,CE
Cidade,ITAPIUNA
Nome Posto,CAIO PRADO-1
Latitude,-4.65
Longitude,-38.96666666666667
Codigo,438017
Qtd. Anos,65
Ano,Maxima
1911,10
1912,59.3
1913,120
1914,68
1915,21.2
1916,51.5
1917,70.3
1918,74.6
1919,22
1920,62
1921,60.4
1922,76
1923,42
1924,68
1925,21.2
1926,100
1927,49.4
1928,69.4
1929,48
1930,41
1931,57.2
1932,84.5
1933,65
1934,72.9
1935,71
1936,57.2
1937,65.8
1938,58
1939,57
1940,69.7
1941,41.2
1942,49.5
1943,57.5
1944,86.2
1945,63.6
1946,54
1947,65.7
1948,60.4
1949,55.4
1950,68.2
1951,61.7
1952,70.3
1953,54.2
1954,62
1955,41.5
1956,62.5
1957,75
1958,69.2
1959,70.3
1960,169.7
1961,67.4
1962,61
1963,58
1964,101.6
1965,53.2
1966,71.4
1967,64.9
1968,55.9
1969,63.6
1970,49
1971,53.8
1972,40.5
1997,31.2
1998,43.1
2000,36.5
