UF,CE
Cidade,HIDROLANDIA
Nome Posto,HIDROLANDIA
Latitude,-4.416666666666667
Longitude,-40.4
Codigo,440002
Qtd. Anos,87
Ano,Maxima
1934,68.3
1935,89
1936,42
1937,102.4
1938,41.5
1939,44
1940,74
1941,60.5
1942,50
1943,12
1944,104
1945,64.2
1946,56
1947,74
1948,93
1949,55
1950,85
1951,127
1952,56.5
1953,49
1954,69
1955,41.3
1956,51.5
1957,68
1958,115
1959,51
1960,108
1961,138
1962,57
1963,71
1964,54.2
1965,71.5
1966,47
1967,55
1968,93.4
1969,78
1970,42.5
1971,59
1972,72
1973,100
1974,90
1975,72
1976,65
1977,66
1978,138
1979,43.3
1980,85
1981,52.2
1982,50.5
1983,45
1984,75.5
1985,116
1986,55.6
1987,58.8
1988,48
1989,70
1990,77
1991,50
1992,92
1993,52
1994,79
1995,73
1996,80
1997,79
1998,50
1999,60
2000,49
2001,75
2002,87
2003,56
2004,100
2005,82
2006,28
2007,100
2008,106
2009,50
2010,87
2011,70
2012,58
2013,80
2014,50
2015,41
2016,75
2017,90
2018,120
2019,52
2020,100
