UF,CE
Cidade,MORADA NOVA
Nome Posto,CARNAUBAS
Latitude,-5.283333333333333
Longitude,-38.6
Codigo,538019
Qtd. Anos,59
Ano,Maxima
1934,75.2
1935,70.5
1936,64.8
1937,56.7
1938,60
1939,61.6
1940,102.5
1941,40.2
1942,60.9
1943,51.9
1944,45
1945,116.5
1946,50
1948,40.6
1949,40.8
1950,75.4
1951,78
1952,56
1953,30.8
1954,80.6
1955,83
1956,68.5
1957,58.9
1958,50.6
1959,46.8
1960,67.8
1961,88
1962,77.5
1963,91.3
1964,48.5
1965,121
1966,94
1967,105.4
1968,145
1969,81
1970,113.6
1971,118.1
1972,126.5
1973,104.5
1974,133
1975,109
1976,60.5
1977,91
1978,65.2
1979,102
1980,111
1981,54
1982,93
1983,50
1984,59.8
1985,96.3
1986,76.8
1987,75
1988,65.8
1989,67.1
1990,80.3
1998,25.4
1999,57.4
2000,80
