UF,CE
Cidade,OROS
Nome Posto,OROS
Latitude,-6.25
Longitude,-38.916666666666664
Codigo,638085
Qtd. Anos,43
Ano,Maxima
1978,103.2
1979,70.4
1980,105
1981,95
1982,95
1983,55
1984,47
1985,108
1986,136
1987,93.6
1988,96.2
1989,68.5
1990,39.8
1991,67.7
1992,59.2
1993,84.6
1994,74.7
1995,85.5
1996,91.8
1997,116.3
1998,46
1999,90.2
2000,82
2001,59.9
2002,69.2
2003,41
2004,61.3
2005,71
2006,69.6
2007,116.2
2008,92
2009,49
2010,108
2011,95
2012,85
2013,74
2014,58
2015,70
2016,65
2017,36
2018,64
2019,60
2020,60
