UF,CE
Cidade,PIQUET CARNEIRO
Nome Posto,PIQUET CARNEIRO
Latitude,-5.816666666666666
Longitude,-39.416666666666664
Codigo,539005
Qtd. Anos,70
Ano,Maxima
1919,10.2
1920,98
1921,58
1922,70
1923,47.5
1925,57
1926,65.5
1928,125
1929,156
1930,48.8
1961,48
1962,71.6
1963,71.6
1964,66.8
1965,98.6
1966,76
1967,88.2
1968,84.6
1969,76.5
1970,36.8
1971,75.4
1972,100
1973,49.4
1974,98
1975,76
1976,60
1977,106
1978,106
1979,100
1980,135
1981,91
1982,111
1983,65
1984,75
1985,96.5
1986,68
1987,50
1988,72
1989,95
1990,63
1991,75
1992,57
1993,41
1994,110
1995,56
1996,76
1997,78
1998,42
1999,80
2000,45
2001,102
2002,103
2003,87
2004,141
2005,75
2006,51
2007,91.4
2008,76
2009,75
2010,67
2011,72
2012,45
2013,67
2014,59
2015,42
2016,80
2017,52
2018,53
2019,88
2020,47
