UF,CE
Cidade,URUOCA
Nome Posto,URUOCA
Latitude,-3.3166666666666664
Longitude,-40.56666666666667
Codigo,340039
Qtd. Anos,76
Ano,Maxima
1941,67
1946,53.2
1947,63
1948,80.3
1949,40
1950,50
1951,50.2
1952,50
1953,57
1954,65
1955,90.7
1956,50
1957,72.2
1958,21
1959,54
1960,103
1961,60
1962,78.3
1963,101.2
1964,61.8
1965,77.2
1966,71.3
1967,99
1968,87.3
1969,86.6
1970,76.8
1971,120.8
1972,75.6
1973,97.5
1974,104
1975,82
1976,111
1977,47
1978,82
1979,212.8
1980,77.2
1981,136
1982,55.4
1983,58.8
1984,96.6
1985,96.5
1986,55
1987,94.2
1988,132.1
1989,66
1990,58
1991,44.2
1992,35.2
1993,56.2
1994,53
1995,79
1996,70
1997,79.6
1998,53.4
1999,81.4
2000,117.8
2001,98.3
2002,149
2003,75
2004,97
2005,97
2006,65
2007,117
2008,90
2009,80
2010,60
2011,92
2012,62
2013,51
2014,51
2015,47
2016,70
2017,161
2018,106
2019,118
2020,51
