UF,CE
Cidade,PEDRA BRANCA
Nome Posto,RIACHAO DO BANABUIU
Latitude,-5.433333333333334
Longitude,-40
Codigo,539021
Qtd. Anos,62
Ano,Maxima
1926,59.2
1927,58.3
1928,53.7
1929,68.8
1930,65.4
1931,75.9
1936,49
1939,55.4
1940,100
1941,125
1942,38
1943,40.3
1944,45
1945,20.6
1946,36.3
1947,53.2
1948,96.5
1949,126.2
1950,33.7
1952,60
1953,50
1954,55
1955,65
1956,36
1957,50
1958,31
1959,55
1960,38
1961,42
1962,53
1963,45
1964,55
1965,42.2
1966,84.1
1967,105.2
1968,69.5
1969,65.5
1970,32.4
1971,42.1
1972,65.1
1973,65.3
1974,96.4
1975,47.4
1976,38.3
1977,95
1978,41.3
1979,56.1
1980,62.2
1981,84.3
1982,32
1983,10
1984,54
1985,69
1986,84
1987,117
1988,29
1989,118
1990,22
1998,32.2
1999,21
2000,3.5
2013,32
