UF,CE
Cidade,MOMBACA
Nome Posto,CATOLE
Latitude,-5.916666666666667
Longitude,-39.63333333333333
Codigo,539014
Qtd. Anos,62
Ano,Maxima
1932,64.5
1933,76
1934,40.6
1935,62.8
1936,100
1937,50
1938,74.5
1939,71.4
1940,115.4
1941,96.2
1942,46.8
1943,66.9
1944,26.7
1945,58
1946,64.6
1947,73.3
1948,119.6
1949,66.8
1950,60.8
1951,38
1952,52
1953,20
1954,123
1955,48.8
1956,61.9
1957,66.7
1958,86.4
1959,47
1960,53.7
1961,49.5
1962,65
1963,58.3
1964,80.5
1965,56
1966,105.9
1967,70.2
1968,67.2
1969,67.8
1970,143.8
1971,83.1
1972,62.5
1973,80.5
1974,99.1
1975,67.4
1976,82.3
1977,82.1
1978,208.8
1979,106.1
1980,72.4
1981,70
1982,82.8
1983,60.5
1984,62.2
1985,86.1
1986,67.2
1987,65.3
1988,72
1989,72.1
1990,83
1998,110.9
1999,63.4
2000,89.3
