UF,CE
Cidade,PENTECOSTE
Nome Posto,FORMOSA
Latitude,-4.033333333333333
Longitude,-39.016666666666666
Codigo,439017
Qtd. Anos,42
Ano,Maxima
1921,57.6
1922,53.3
1923,51.2
1924,66
1925,63.2
1926,71.3
1927,54
1962,160
1963,49
1964,90
1965,96
1966,23
1967,87
1968,65
1969,73
1970,58.4
1971,44
1972,58.3
1973,73.3
1974,136
1975,37.5
1976,79
1977,70
1978,63
1979,62.2
1980,77
1981,86.4
1982,111
1983,100
1984,43
1985,90
1986,88.2
1987,140
1988,110
1989,110.8
1990,33.2
1991,102
1994,41.2
1995,41.6
1998,43
1999,34
2000,50
