UF,CE
Cidade,SOBRAL
Nome Posto,ACUDE SANTA MARIA
Latitude,-4.083333333333333
Longitude,-39.93333333333333
Codigo,439021
Qtd. Anos,45
Ano,Maxima
1920,41
1921,72
1922,55.2
1923,47.2
1924,70.2
1935,62.4
1936,62.9
1938,64.1
1939,62.5
1940,45.6
1941,55.6
1942,36.6
1943,36.3
1944,48.5
1959,50
1960,94
1961,48.5
1962,62
1963,58.4
1964,44
1965,112.2
1966,69
1967,65
1968,110
1969,52.4
1970,65.4
1971,67
1972,50.8
1973,41.8
1974,141.4
1975,51.2
1976,41.4
1977,35
1978,128.5
1979,61.4
1980,37.6
1981,44.1
1982,77.1
1983,30.7
1984,69.3
1985,65.1
1986,84.1
1987,56.7
1988,63.1
1989,83.3
