UF,CE
Cidade,QUIXADA
Nome Posto,MENDUBIM
Latitude,-5.266666666666667
Longitude,-38.983333333333334
Codigo,538021
Qtd. Anos,56
Ano,Maxima
1934,87.6
1935,58.1
1936,80.3
1937,40.3
1938,64.8
1939,72.6
1940,115.7
1941,64.7
1942,59.4
1943,75
1944,40.4
1945,101
1946,78
1947,53.1
1948,48.5
1949,143.8
1950,56.4
1951,108.5
1952,99.4
1953,35
1954,50
1955,90
1956,57.5
1957,52.5
1958,37
1959,62.2
1960,96.2
1961,57.1
1962,69.7
1963,90.6
1964,63
1965,70.1
1966,112
1967,61
1968,64
1969,47.5
1970,43.5
1971,46
1972,51.4
1973,65.4
1975,64.2
1976,124.6
1977,60.6
1978,60.1
1979,106.2
1980,50.8
1981,55
1982,72.2
1983,47.2
1984,87
1985,96.4
1986,83.9
1987,53.6
1988,40.6
1989,63.6
1990,42.3
