UF,CE
Cidade,QUIXADA
Nome Posto,OLHO D'AGUA
Latitude,-4.75
Longitude,-38.85
Codigo,438035
Qtd. Anos,65
Ano,Maxima
1932,53.2
1933,146.5
1934,65.3
1935,65.5
1936,65.6
1937,65.6
1938,60
1939,65
1940,64.5
1941,70.7
1942,72.9
1943,66.4
1944,89
1945,92
1946,82
1948,61
1949,59.2
1950,60
1951,68.5
1952,59.1
1953,60.4
1954,45.5
1955,138.8
1956,69
1957,76.4
1958,65
1959,70.8
1960,47.7
1961,78
1962,72.4
1963,75
1964,65
1965,47
1966,50
1967,58.2
1968,51
1969,97.6
1970,56
1971,66.7
1972,55
1973,82.2
1974,91.1
1975,53.2
1976,42.1
1977,65.2
1978,65.2
1979,50.1
1980,133.7
1981,66
1982,66.6
1983,64
1984,54.3
1985,62.4
1986,117.4
1987,37
1988,97.4
1989,89
1990,44.6
1991,39.2
1994,54.2
1995,12
1998,35.5
1999,48.2
2000,69.5
2001,19
