UF,CE
Cidade,QUIXERAMOBIM
Nome Posto,URUQUE
Latitude,-5.15
Longitude,-39.166666666666664
Codigo,539010
Qtd. Anos,101
Ano,Maxima
1912,65
1913,67.9
1914,37.3
1915,34.5
1916,57.2
1917,61.7
1918,49.7
1919,35.4
1920,76.5
1921,63
1922,68.8
1923,70.5
1924,83.1
1925,24.2
1927,59.6
1928,65.4
1929,40.1
1930,38.6
1931,76
1932,60.6
1933,51
1934,77
1935,58.3
1936,172.2
1937,70
1938,50.8
1939,76.5
1940,56.7
1941,60
1942,28.5
1943,43.3
1944,75.6
1945,55
1946,60
1947,152
1948,58
1949,46.4
1950,85
1951,51.5
1952,64.2
1953,48
1954,69
1955,83.5
1956,65
1957,50
1958,59
1959,86
1960,88
1961,74
1962,64
1963,107.6
1964,100.5
1965,80.3
1966,86
1967,105
1968,64
1969,62.4
1970,42
1971,82.5
1972,102.2
1973,79
1974,75
1975,85
1976,62.4
1977,75
1978,61
1979,35.2
1980,70.1
1981,64.1
1982,56.1
1983,34.2
1984,82.5
1985,66.4
1986,110.2
1987,41
1988,56.8
1989,75
1990,47.6
1998,30
1999,42
2000,49.5
2001,38
2002,110
2003,101
2004,122
2005,70
2006,97
2007,92
2008,165
2009,92
2010,70
2011,65
2013,95
2014,55
2015,35
2016,59
2017,45
2018,135
2019,50
2020,35
