UF,CE
Cidade,ITAPIUNA
Nome Posto,ITAPIUNA
Latitude,-4.583333333333333
Longitude,-38.95
Codigo,438032
Qtd. Anos,79
Ano,Maxima
1917,82
1918,73
1919,68.7
1920,48.2
1921,55.6
1922,68
1923,38
1924,80.4
1925,68.4
1926,68.4
1928,61
1929,32.4
1930,62.5
1931,52
1933,61
1934,89
1935,56
1936,57.5
1937,59
1938,59
1962,54.2
1963,79
1964,94
1965,45.6
1966,43.5
1967,62.3
1968,58.3
1969,69
1970,66.2
1971,45
1972,52.8
1973,74
1974,82
1975,50
1976,47
1977,66
1978,84
1979,38
1980,67
1981,97
1982,54
1983,37
1984,51
1985,122
1986,110
1987,68
1988,93
1989,72
1990,69
1991,109
1992,64.7
1993,33
1994,49.6
1995,71.4
1996,80.5
1997,39
1998,51.2
1999,40
2000,73
2001,72
2002,63
2003,49
2004,90.4
2005,48.2
2006,43.6
2007,69
2008,44.8
2009,39
2010,30.2
2011,26
2012,71.8
2013,53
2014,27
2015,43.6
2016,35.6
2017,76.4
2018,61.2
2019,79
2020,70
