UF,CE
Cidade,CASCAVEL
Nome Posto,PITOMBEIRAS
Latitude,-4.433333333333334
Longitude,-38.333333333333336
Codigo,438042
Qtd. Anos,51
Ano,Maxima
1918,30
1919,37.3
1920,60
1921,66
1922,90
1923,62
1924,90
1925,49
1926,62
1927,90
1928,57.4
1929,62
1930,62
1931,70.2
1962,84.3
1963,84.5
1964,86.3
1965,69.2
1966,38
1967,75.3
1968,67.6
1969,50.4
1970,47
1971,47.3
1972,61.3
1973,67.2
1974,87.4
1975,54.5
1976,56.8
1977,66.4
1978,43.8
1979,60.2
1980,53.8
1981,62.1
1982,43.6
1983,153.4
1984,50.5
1985,114.6
1986,70.1
1987,52.6
1988,73.2
1989,54.4
1990,60.5
1991,38.4
1994,90.8
1995,21.2
1996,4.2
1997,100.2
1998,47.2
1999,57.3
2000,53.2
