UF,CE
Cidade,FORTALEZA
Nome Posto,AEROPORTO(FORTALEZA)
Latitude,-3.7666666666666666
Longitude,-38.516666666666666
Codigo,338018
Qtd. Anos,57
Ano,Maxima
1912,164
1913,100
1914,68.9
1915,67.2
1916,112.6
1917,125.3
1918,92.4
1919,108.6
1920,63.3
1921,70.1
1922,68.1
1923,78.4
1924,74
1925,64.7
1926,107.3
1927,68.6
1928,74
1929,71.2
1930,67.5
1931,90.4
1932,76
1933,54.5
1934,102
1935,101.5
1936,66.7
1937,101.8
1938,137.3
1939,91.6
1940,63.8
1941,96.8
1942,55.4
1943,143.8
1944,81.3
1945,70.5
1946,101.3
1947,103.1
1948,105.4
1949,173.2
1950,78.5
1951,65.9
1952,116.5
1953,76.2
1954,110
1955,77.1
1956,89.8
1957,132.7
1958,32.6
1959,117.2
1960,110.4
1961,94.1
1963,12.8
1972,102.5
1973,133.5
1974,128.5
1975,65.5
1988,100.9
1990,38
