UF,CE
Cidade,PORTEIRAS
Nome Posto,PORTEIRAS
Latitude,-7.533333333333333
Longitude,-39.11666666666667
Codigo,739010
Qtd. Anos,106
Ano,Maxima
1910,70
1911,68
1912,48
1913,70.4
1914,65
1915,75
1916,54
1917,95.8
1918,85.5
1919,86
1920,85.6
1921,100
1922,84.6
1923,76.4
1924,70
1925,80
1926,80
1927,65
1928,80
1929,75
1930,65
1931,35
1935,15.5
1936,88.6
1937,84
1939,110.7
1940,40.8
1941,95
1942,95.6
1943,143.2
1944,85.1
1946,64.2
1947,108.4
1948,85.1
1949,88.2
1950,123.2
1951,38.2
1952,108.3
1953,136.3
1954,64.3
1955,95.2
1956,70.7
1957,71.3
1958,50.3
1959,22
1960,112
1961,100.2
1962,81.8
1963,80.3
1964,66.1
1965,65.3
1966,63.2
1967,64.2
1968,120.1
1969,53.4
1970,76.5
1971,92.2
1972,117
1973,65
1974,76.4
1975,52.1
1976,135.1
1977,75.6
1978,73.3
1979,107.3
1980,98.5
1981,71
1982,126.8
1983,62.3
1984,50.5
1985,95.6
1986,52
1987,57
1988,88.2
1989,75.4
1990,122
1991,85
1992,69
1993,64
1994,68
1995,59.5
1996,88
1997,75
1998,102
1999,106
2000,43.2
2001,152
2002,71
2003,76
2004,71
2005,70
2006,120
2007,96.8
2008,115
2009,54
2010,80
2011,182
2012,97
2013,74
2014,70
2015,110
2016,106
2017,69.6
2018,100
2019,76
2020,72
