UF,CE
Cidade,BEBERIBE
Nome Posto,ITAPEIM
Latitude,-4.35
Longitude,-38.11666666666667
Codigo,438033
Qtd. Anos,85
Ano,Maxima
1932,48.1
1933,76.3
1934,81
1935,120.5
1936,53.4
1937,141.2
1939,236.7
1940,65.5
1941,78.6
1942,96.3
1943,118.3
1944,78.6
1945,65.3
1946,91.1
1947,151.1
1948,96.7
1949,142.1
1950,85.2
1951,106.7
1952,86.1
1953,68.8
1954,71.2
1955,66.5
1956,77.4
1957,127.2
1958,31.6
1959,82.6
1960,120.4
1961,102.5
1962,78.2
1963,112.2
1964,121.1
1965,125.2
1966,78.2
1967,83.1
1968,79.5
1969,56.4
1970,34.2
1971,61.5
1972,75.1
1973,131.3
1974,102.3
1975,75.1
1976,86.3
1977,77.3
1978,137.1
1979,48.2
1980,118.2
1981,83.3
1982,50
1983,31
1984,70
1985,87
1986,92
1987,55
1988,83.4
1989,116.3
1990,61
1991,95
1994,85
1995,7.2
1996,8
1997,27
1998,32
1999,109
2000,56
2001,95
2002,85
2003,110
2004,121.3
2005,95
2006,76
2007,106.2
2008,91
2009,97
2010,82
2011,104.5
2012,98
2013,116.5
2014,55.9
2015,165
2016,36
2017,72
2018,61.3
2019,125
