UF,CE
Cidade,NOVA RUSSAS
Nome Posto,NOVA RUSSAS
Latitude,-4.716666666666667
Longitude,-40.56666666666667
Codigo,440017
Qtd. Anos,100
Ano,Maxima
1920,70
1921,69
1922,85.7
1923,46
1924,72.3
1925,79.6
1926,70
1927,66
1928,77.2
1929,94
1930,77
1931,60.1
1932,33
1933,73.3
1934,90.2
1935,60.2
1936,66
1937,66.2
1938,55.1
1939,62.7
1940,167.1
1941,64.1
1942,59.3
1943,63.5
1944,52.5
1945,56.2
1946,60.3
1948,60.5
1949,51.2
1950,95
1951,62
1952,40
1953,54
1954,37
1955,140.3
1956,80.5
1957,80
1958,56.8
1959,56.2
1960,125
1961,69
1962,52.7
1963,54
1964,153.6
1965,63.3
1966,136
1967,81.4
1968,91
1969,60
1970,44
1971,54.5
1972,116
1973,106
1974,94
1975,53
1976,83
1977,155
1978,107
1979,59
1980,107
1981,42
1982,40
1983,72
1984,78
1985,91
1986,53
1987,86
1988,81
1989,69
1990,56
1991,75
1992,54
1993,61
1994,70
1995,102
1996,88
1997,82
1998,78
1999,64.3
2000,81.4
2001,64
2002,77.2
2003,77.3
2004,93.6
2005,66.1
2006,53.4
2007,54.4
2008,108.6
2009,74.5
2010,103
2011,55
2012,50
2013,52
2014,38
2015,67
2016,70
2017,52
2018,63
2019,104
2020,93
