UF,CE
Cidade,MISSAO VELHA
Nome Posto,JAMACARU
Latitude,-7.4
Longitude,-39.13333333333333
Codigo,739003
Qtd. Anos,60
Ano,Maxima
1961,91.2
1962,78.8
1963,85
1964,71
1965,101
1966,109.6
1967,62.4
1968,120.2
1969,56
1970,67.8
1971,159.4
1972,133
1973,130.1
1974,140
1975,102
1976,98.4
1977,73.3
1978,128.3
1979,103
1980,98
1981,79.6
1982,82.4
1983,85
1984,81.4
1985,67.4
1986,97.2
1987,51
1988,90.8
1989,87
1990,74.4
1991,118
1992,80
1993,54.4
1994,80
1995,128
1996,101.3
1997,110.8
1998,119.4
1999,108
2000,78.4
2001,80.8
2002,111
2003,94.6
2004,87
2005,55.2
2006,101.4
2007,134.4
2008,128.4
2009,68.4
2010,63
2011,135.6
2012,53
2013,104
2014,65
2015,83.6
2016,100
2017,88.6
2018,96.4
2019,82.2
2020,115
