UF,CE
Cidade,JAGUARIBE
Nome Posto,ACUDE NOVA FLORESTA
Latitude,-5.95
Longitude,-38.916666666666664
Codigo,538015
Qtd. Anos,71
Ano,Maxima
1921,66.1
1922,107.3
1923,59.1
1924,141.3
1926,30
1927,71.5
1928,85.5
1929,81.5
1930,90
1931,58
1932,58
1933,62.3
1934,50.5
1935,57.6
1936,67
1937,167.7
1938,105.9
1939,57.4
1940,106.5
1941,60.5
1942,58
1943,69.5
1944,91.5
1948,111.6
1949,150.5
1950,161.2
1951,85.5
1952,80.3
1953,68.1
1954,107
1955,55.6
1956,93.5
1957,87.3
1958,32.1
1959,50.3
1960,63.1
1961,121
1962,98.8
1963,80.5
1964,48.5
1965,61
1966,89.6
1967,112.2
1968,85.1
1969,85.1
1970,50.4
1971,59.2
1972,81
1973,85.6
1974,52
1975,74.2
1976,44.2
1977,38.8
1978,64.5
1979,92.2
1980,78.2
1981,52.5
1982,127.5
1983,61.8
1984,63.5
1985,131.2
1986,58.1
1987,66.2
1988,106
1989,80.2
1990,116
1992,5
1998,109.4
1999,68
2000,55.6
2006,18
