UF,CE
Cidade,ITATIRA
Nome Posto,LAGOA DO MATO-1
Latitude,-4.666666666666667
Longitude,-39.61666666666667
Codigo,439012
Qtd. Anos,49
Ano,Maxima
1935,42.4
1936,41.3
1937,40.6
1938,53
1939,62.2
1940,66.2
1941,53.5
1942,28.3
1943,35.8
1944,37.2
1945,67.3
1946,64.9
1947,64.5
1948,48.2
1949,26.5
1950,91
1951,26.4
1952,36.2
1953,12.6
1962,60
1963,73.8
1964,38
1965,115.1
1966,64.2
1967,7.3
1968,50.4
1969,46.2
1970,40.3
1971,80.3
1972,65.3
1973,60
1974,176
1975,67
1976,51
1977,71
1978,75.3
1979,42
1980,60.4
1981,96.8
1982,43.2
1983,36
1984,69
1985,65.5
1986,95.2
1987,39.3
1988,121
1989,29.4
1990,43
1998,60.4
