UF,CE
Cidade,MAURITI
Nome Posto,MAURITI
Latitude,-7.383333333333334
Longitude,-38.766666666666666
Codigo,738001
Qtd. Anos,60
Ano,Maxima
1961,46
1962,60
1963,117
1964,75.8
1965,82.2
1966,68.3
1967,74
1968,77.1
1969,82
1970,56.2
1971,69.4
1972,85.4
1973,78.2
1974,92.7
1975,82.8
1976,74.4
1977,62.4
1978,86
1979,145
1980,98.2
1981,63
1982,54.7
1983,135.2
1984,52
1985,60
1986,60.4
1987,39.3
1988,73.5
1989,68
1990,75
1991,87
1992,70.4
1993,80.2
1994,91
1995,93.6
1996,119
1997,72.2
1998,54.3
1999,52
2000,78.8
2001,116
2002,70
2003,77
2004,83
2005,117
2006,74.2
2007,145
2008,90
2009,104
2010,163
2011,125
2012,78
2013,101.4
2014,96
2015,50
2016,47.1
2017,63.5
2018,92
2019,61
2020,61
