UF,CE
Cidade,MASSAPE
Nome Posto,IPAGUASSU
Latitude,-3.5
Longitude,-40.266666666666666
Codigo,340007
Qtd. Anos,78
Ano,Maxima
1912,48.4
1913,84
1914,49.4
1915,54.2
1916,61.4
1917,100.3
1918,60.5
1919,58.5
1920,46.4
1921,65.2
1922,66.5
1923,66.3
1924,65.4
1925,65
1926,67
1927,57.5
1928,53
1929,48
1930,37.4
1931,66.5
1932,54.6
1933,45.6
1934,48.6
1935,73
1936,36.2
1937,56.4
1938,50.7
1939,114
1940,64.9
1941,38.7
1942,38.5
1943,58.4
1944,96.8
1945,87.6
1946,42.6
1947,36.8
1948,36.8
1949,36.5
1950,58.5
1951,38.2
1952,38.6
1953,45.3
1954,40.6
1955,75
1956,53.7
1957,64.3
1958,26.4
1959,58.2
1960,62
1961,70
1962,128.2
1963,70.2
1964,84.6
1965,129.2
1966,55
1967,59
1968,86.4
1969,92.4
1970,87.2
1971,65
1972,98
1973,47
1974,131.5
1975,57.3
1976,39.7
1977,61.2
1978,160
1979,83.5
1980,45
1981,78.5
1982,99.5
1983,44
1984,62.8
1985,147
1986,77.5
1987,76.5
1988,68.8
1989,37.9
