UF,CE
Cidade,CHOROZINHO
Nome Posto,CHOROZINHO
Latitude,-4.302222222222222
Longitude,-38.496944444444445
Codigo,438021
Qtd. Anos,87
Ano,Maxima
1932,34
1933,60
1934,40.3
1935,74.5
1936,48.5
1937,82.5
1938,77.7
1939,61.5
1940,90.6
1941,42.7
1942,44.8
1943,84
1944,52
1945,41.9
1946,56
1948,68.6
1949,97.1
1950,71.2
1951,43.5
1952,85.5
1953,28.9
1954,52.5
1955,57.8
1956,37.5
1957,66.4
1958,35.5
1959,120.1
1960,79.3
1961,80.1
1962,61.5
1963,89.1
1964,80.2
1965,40.2
1966,50.4
1967,72.5
1968,45.2
1969,89.2
1970,25.1
1971,51.9
1972,27.3
1973,55.8
1974,80.4
1975,45.5
1976,58.2
1977,57.1
1978,48.3
1979,30.4
1980,102.3
1981,102.2
1982,30.5
1983,102.3
1984,126.2
1985,70.2
1986,104.2
1987,46.3
1988,72
1989,67.6
1990,44.3
1991,69.7
1992,60.3
1993,75.4
1994,66.1
1995,63.5
1996,79
1997,54.7
1998,40.6
1999,35.7
2000,138.9
2001,62.5
2002,258.8
2003,64.4
2004,70.5
2005,101
2006,202
2007,77
2008,72.7
2009,72.2
2010,55.4
2011,86.1
2012,105.9
2013,74.9
2014,58.6
2015,92.9
2016,63.7
2017,63.9
2018,67.5
2019,71.3
