UF,CE
Cidade,ITAPAJE
Nome Posto,TEJUCUOCA
Latitude,-4.033333333333333
Longitude,-39.516666666666666
Codigo,439019
Qtd. Anos,63
Ano,Maxima
1935,62.8
1936,58.9
1937,21.8
1938,72
1939,80.4
1940,43
1941,35.5
1942,22.8
1943,63
1944,58
1945,85.5
1946,77.1
1949,71.9
1950,91.8
1951,93.8
1952,41
1953,53.5
1954,32.3
1955,45.8
1956,90.5
1957,47.2
1958,26.5
1959,44.6
1960,66.6
1961,70.2
1962,81.1
1963,45
1964,84.4
1965,56.8
1966,54
1967,33
1968,76
1969,50
1970,90
1971,46
1972,51.3
1973,61
1974,100
1975,47
1976,85.4
1977,76.2
1978,131.1
1979,84.3
1980,101
1981,88.6
1982,46.6
1983,31
1984,68.6
1985,46
1986,61.6
1987,61
1988,62
1989,41
1990,88
1991,68.8
1994,69.8
1995,55.2
1996,48.6
1997,38.4
1998,45
1999,39.6
2000,53.6
2001,21
