UF,CE
Cidade,CASCAVEL
Nome Posto,CRISTAIS
Latitude,-4.4975000000000005
Longitude,-38.36055555555556
Codigo,438022
Qtd. Anos,88
Ano,Maxima
1932,57.5
1933,49
1934,75.7
1935,58
1936,35.8
1937,38.7
1938,53.5
1939,65.7
1940,60.2
1941,41.2
1942,26.7
1943,71.3
1944,45.2
1945,76
1946,63
1947,120
1948,58.2
1949,79.1
1950,59.6
1951,45.5
1952,66.5
1953,21
1954,47.4
1955,100.8
1956,87.9
1957,63.3
1958,23
1959,64.6
1960,95.5
1961,66.4
1962,81.1
1963,72.4
1964,78.2
1965,35.2
1966,52
1967,70.4
1968,54
1969,65
1970,62.2
1971,65
1972,60.3
1973,46.2
1974,68.6
1975,56.3
1976,62.4
1977,88
1978,33.2
1979,51.4
1980,60
1981,80.9
1982,61.4
1983,137.4
1984,109.9
1985,90
1986,69.8
1987,36.2
1988,110.2
1989,66
1990,72
1991,46.1
1992,97
1993,30
1994,81.2
1995,44.2
1996,101.2
1997,74.5
1998,43.7
1999,52.6
2000,55
2001,77.3
2002,73.1
2003,73.9
2004,126.4
2005,60.6
2006,57.3
2007,53.2
2008,63.4
2009,59.4
2010,30.7
2011,69.6
2012,101.9
2013,56.2
2014,53.9
2015,72.1
2016,64.2
2017,81.2
2018,63.1
2019,70
