UF,CE
Cidade,QUIXERAMOBIM
Nome Posto,PRUDENTE DE MORAIS
Latitude,-5.35
Longitude,-39.31666666666667
Codigo,539024
Qtd. Anos,70
Ano,Maxima
1919,30
1920,59.2
1921,61
1922,62.2
1923,63.5
1924,67
1925,77.7
1926,60.7
1927,71.4
1928,63
1929,3
1930,36.5
1931,49
1933,60
1934,62.5
1935,65
1936,76
1937,66
1939,48
1940,120
1941,58
1942,64
1943,59
1944,43.2
1945,81.3
1946,52.5
1947,51.5
1948,56.6
1949,56
1950,73.5
1951,40
1952,40
1953,47.5
1954,76
1955,117
1956,32
1957,76
1958,28
1960,100
1961,91
1962,98
1963,76.4
1964,63.3
1965,85.5
1966,63.3
1967,58
1968,90.5
1969,95
1970,53.5
1971,36.8
1972,93.4
1973,70.6
1974,73.4
1975,75.6
1976,69
1977,78.2
1979,80.6
1980,76.6
1981,81
1982,108.4
1983,41.2
1984,90.8
1985,68.9
1986,70.2
1987,90
1988,66
1989,100
1999,55
2000,43
2001,26
